ID;Jour;Heure;Mode;Direction;Frequence;Motif_deplacement;Motif_dep_commentaires;Raison_plus_direct_plus_pratique;Raison_plus_agreable;Raison_moins_voiture;Raison_habitude;Raison_autre;Raison_autre_commentaire_libre;Sentiment_securite;Perception_risque_collision_pietons_cyclistes;Confort_rarement_gene_autres_usagers;Confort_lisibilite_positionnement;Perception_tensions;Cohabitation_agreable;Explication_ressenti_raison_1;Explication_ressenti_raison_2;Explication_ressenti_raison_3;Explication_ressenti_raison_4;Explication_ressenti_raison_5;Situations_evitement_axe;Evitement_quand;Evitement_pourquoi;Usagers_genants_cyclistes;Usagers_genants_livreurs_velo;Usagers_genants_pietons;Usagers_genants_trottinettes;Usagers_genants_voitures;Usagers_genants_camionnettes;Usagers_genants_autres;Usagers_genants_autres_commentaire_libre;Qualificatif_1;Qualificatif_2;Qualificatif_3;Genre;Age
P307;03/05/2025;12:22:00;pietons;vers gallia;moins souvent;activites/loisirs;NA;oui;null;null;null;null;NA;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;comportement derangeant cyclistes;absence de separation;NA;NA;oui;NA;trop frequente;null;null;null;null;null;null;null;NA;trop de monde;NA;NA;femme;NA
P308;03/05/2025;12:25:00;pietons;vers gallia;tous les jours;activites/loisirs;NA;null;oui;null;null;null;NA;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;comportement +;bon equilibre pietons cyclistes;amenagements bien adaptes;NA;NA;oui;marche de Noël;trop frequente;null;null;null;null;null;null;null;NA;passant;vivant;vert;femme;NA
P309;03/05/2025;12:30:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;oui;null;null;null;null;NA;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;amenagement +;amenagements bien adaptes;conflits/tensions/peur;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;calme;vivant;agreable;homme;NA
P310;03/05/2025;12:30:00;pietons;vers gallia;premiere fois;promenade;NA;null;null;null;null;oui;cafe;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;NA;NA;NA;NA;NA;non-concerne;NA;NA;null;null;null;null;null;null;null;NA;agreable;NA;NA;femme;NA
P311;03/05/2025;12:30:00;pietons;vers gallia;toutes les semaines;promenade;NA;null;oui;null;null;null;NA;plutot pas d'accord;tout a fait d'accord;sans reponse;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement +;comportement derangeant cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;dangereux;NA;femme;NA
P312;03/05/2025;12:35:00;pietons;vers corbeau;premiere fois;promenade;NA;null;null;null;null;oui;au hasard;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;plutot pas d'accord;comportement -;manque de signaletique;vitesse cyclistes;NA;NA;non-concerne;NA;NA;null;null;null;null;null;null;null;NA;agreable;large;cosmopolite;homme;NA
P313;03/05/2025;12:40:00;pietons;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;comportement -;conflits/tensions/peur;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;vigilant;NA;NA;homme;NA
P314;03/05/2025;12:40:00;pietons;vers gallia;moins souvent;promenade;NA;null;oui;null;null;null;NA;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;comportement -;faire attention (cyclistes ou pietons);NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;NA;NA;homme;NA
P315;03/05/2025;12:40:00;pietons;vers gallia;tous les jours;activites/loisirs;NA;null;oui;null;oui;null;NA;plutot d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;densite frequentation +;vitesse livreurs a velo;trop de monde en general;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;beau;pratique;femme;NA
P316;03/05/2025;12:40:00;pietons;vers corbeau;toutes les semaines;travail/etudes;NA;null;oui;null;null;null;NA;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;comportement +;NA;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;paisible;agreable;sans soucis;femme;NA
P317;03/05/2025;12:45:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;amenagement -;espace assez large;vitesse cyclistes;absence de separation;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;ombrage;NA;femme;NA
P318;03/05/2025;12:47:00;pietons;vers gallia;tous les jours;activites/loisirs;NA;null;null;null;null;oui;trompe de chemin;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;plutot d'accord;amenagement -;absence de separation;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;cool;bon vivre;femme;NA
P319;03/05/2025;12:49:00;pietons;vers gallia;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;comportement +;bon equilibre pietons cyclistes;tout le monde se respecte;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;pratique;vivant;agreable;homme;NA
P320;03/05/2025;12:50:00;pietons;vers gallia;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;plutot d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;amenagement -;absence de separation;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;sympa;NA;homme;NA
P321;03/05/2025;12:55:00;pietons;sans reponse;tous les jours;activites/loisirs;NA;oui;oui;null;null;null;NA;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;ne sait pas;comportement -;vitesse cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;NA;NA;femme;NA
P322;03/05/2025;12:55:00;pietons;vers gallia;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;densite frequentation +;bon equilibre pietons cyclistes;NA;NA;NA;oui;weekend;trop frequente;null;null;null;null;null;null;null;NA;agreable;joli;NA;femme;NA
P323;03/05/2025;12:55:00;pietons;vers gallia;premiere fois;promenade;NA;null;null;null;null;oui;au hasard;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;amenagement +;bon equilibre pietons cyclistes;espace assez large;NA;NA;non-concerne;NA;NA;null;null;null;null;null;null;null;NA;paisible;agreable;sûr;homme;NA
P324;03/05/2025;13:05:00;pietons;vers gallia;toutes les semaines;activites/loisirs;NA;oui;oui;null;null;null;NA;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;comportement;absence de separation;vitesse cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;tranquille;NA;homme;NA
P325;03/05/2025;13:05:00;pietons;vers gallia;tous les jours;activites/loisirs;NA;oui;null;null;null;null;NA;tout a fait d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;plutot d'accord;comportement -;faire attention (cyclistes ou pietons);NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;buccolique;mieux qu'avant;paisible;femme;NA
P326;03/05/2025;13:10:00;pietons;vers corbeau;moins souvent;promenade;NA;null;oui;null;null;null;NA;tout a fait d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;comportement -;vitesse livreurs a velo;NA;NA;NA;non;NA;NA;null;oui;null;oui;null;null;null;NA;agreable;tranquille;faire attention;homme;NA
P327;03/05/2025;13:15:00;pietons;vers corbeau;premiere fois;promenade;NA;null;oui;null;null;null;NA;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;ne sait pas;comportement -;faire attention (cyclistes ou pietons);NA;NA;NA;non-concerne;NA;NA;null;null;null;null;null;null;null;NA;confortable;beau;convivial;homme;NA
P328;03/05/2025;13:15:00;pietons;vers gallia;moins souvent;activites/loisirs;NA;oui;oui;oui;null;null;NA;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;plutot pas d'accord;tout a fait d'accord;densite frequentation +;bon equilibre pietons cyclistes;NA;NA;NA;non;NA;NA;null;null;null;oui;null;null;null;NA;agreable;vert;securise;homme;NA
P329;03/05/2025;13:15:00;pietons;sans reponse;tous les jours;activites/loisirs;NA;oui;null;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement;absence de separation;vitesse livreurs a velo;faire attention (cyclistes ou pietons);NA;non;NA;NA;null;null;null;null;null;null;null;NA;desagreable;circulation difficile;NA;femme;NA
P330;03/05/2025;13:20:00;pietons;vers gallia;toutes les semaines;promenade;NA;null;oui;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;vitesse livreurs a velo;absence de separation;NA;NA;oui;quand il y a du monde;a cause des livreurs;null;oui;null;null;null;null;null;NA;dangereux;alerte;agreable;femme;NA
P331;03/05/2025;13:20:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;null;oui;oui;null;null;NA;tout a fait d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;densite frequentation +;bon equilibre pietons cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;humain;pietonnise;femme;NA
P332;03/05/2025;13:20:00;pietons;vers corbeau;toutes les semaines;promenade;NA;null;oui;null;null;null;NA;plutot d'accord;plutot pas d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;tout a fait d'accord;amenagement -;absence de separation;espace assez large;obstacles amenagement (arbres, bancs…);NA;non;NA;NA;null;null;null;null;null;null;null;NA;tranquille;aere;calme;femme;NA
P333;03/05/2025;13:25:00;pietons;sans reponse;tous les jours;activites/loisirs;NA;oui;oui;null;null;null;NA;plutot d'accord;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;ne sait pas;amenagement -;vitesse cyclistes;absence de separation;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;pratique;large;femme;NA
P334;03/05/2025;13:35:00;pietons;vers gallia;toutes les semaines;activites/loisirs;NA;oui;null;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;vitesse cyclistes;NA;NA;NA;non;NA;NA;oui;oui;null;oui;null;null;null;NA;tranquilite;NA;NA;femme;NA
P335;03/05/2025;13:40:00;pietons;vers gallia;toutes les semaines;activites/loisirs;NA;oui;null;oui;null;null;NA;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;comportement -;vitesse cyclistes;comportement derangeant cyclistes;absence de separation;NA;non;NA;NA;oui;oui;null;oui;null;null;null;NA;insecurite;joli;culpabilite;femme;NA
P336;03/05/2025;13:50:00;pietons;sans reponse;toutes les semaines;activites/loisirs;NA;oui;oui;null;null;null;NA;plutot d'accord;plutot d'accord;ne sait pas;pas du tout d'accord;plutot d'accord;ne sait pas;comportement -;probleme avec les vehicule electrique (trotinettes,velos);NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;large;joli;tension;femme;NA
P337;03/05/2025;13:54:00;pietons;vers corbeau;tous les jours;promenade;NA;null;oui;null;null;null;NA;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;NA;NA;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;NA;NA;NA;femme;NA
P338;03/05/2025;13:58:00;pietons;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;oui;null;NA;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;amenagement -;espace assez large;touristes ne comprennent pas l'espace;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;reposant;fluide;femme;NA
P339;03/05/2025;14:00:00;pietons;sans reponse;tous les jours;travail/etudes;NA;oui;oui;null;null;null;NA;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;comportement -;vitesse cyclistes;comportement derangeant cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;aleatoire;embarrassant;NA;homme;NA
P340;03/05/2025;14:05:00;pietons;vers gallia;premiere fois;activites/loisirs;NA;null;oui;null;null;null;NA;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;NA;faire attention (cyclistes ou pietons);NA;NA;NA;non-concerne;NA;NA;null;null;null;null;null;null;null;NA;agreable;digestif;paisible;femme;NA
P341;03/05/2025;14:10:00;pietons;vers gallia;moins souvent;activites/loisirs;NA;oui;oui;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;vitesse cyclistes;comportement derangeant cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;dangereux;cyclistes pas courtois;femme;NA
P342;03/05/2025;14:10:00;pietons;sans reponse;tous les jours;promenade;NA;oui;oui;null;null;null;NA;tout a fait d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;comportement -;vitesse cyclistes;manque d'attention pietons;obstacles amenagement (arbres, bancs…);NA;non;NA;NA;null;null;null;null;null;null;null;NA;frais;vivant;NA;homme;NA
P343;03/05/2025;14:15:00;pietons;vers corbeau;moins souvent;promenade;NA;null;oui;null;null;null;NA;plutot d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;comportement +;tout le monde se respecte;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;relaxant;moyen securite;bon amenagement de detente;homme;NA
P344;03/05/2025;14:18:00;pietons;vers corbeau;tous les jours;promenade;NA;oui;null;null;null;null;NA;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;ne sait pas;comportement -;vitesse cyclistes;comportement derangeant cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;manque de convivialite;NA;femme;NA
P345;03/05/2025;14:20:00;pietons;sans reponse;moins souvent;activites/loisirs;NA;null;oui;null;oui;null;NA;tout a fait d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;ne sait pas;plutot d'accord;densite frequentation +;bon equilibre pietons cyclistes;NA;NA;NA;oui;manifestation;NA;null;null;null;null;null;null;null;NA;bonheur;beaute;serenite;homme;NA
P346;03/05/2025;14:20:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;oui;null;null;null;null;NA;pas du tout d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;comportement -;comportement derangeant cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;meprisable;dangereux;irrespectueux;homme;NA
P347;03/05/2025;14:30:00;pietons;vers corbeau;tous les jours;promenade;NA;null;oui;oui;null;null;NA;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;amenagement -;absence de separation;manque de signaletique;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;paisible;divers;anime;homme;NA
P348;03/05/2025;14:30:00;pietons;sans reponse;moins souvent;activites/loisirs;NA;oui;null;null;null;null;NA;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;comportement -;vitesse cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;correct;pas dangereux;homme;NA
P349;03/05/2025;14:30:00;pietons;vers gallia;moins souvent;activites/loisirs;NA;oui;oui;null;null;null;NA;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;densite frequentation +;bon equilibre pietons cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;NA;NA;femme;NA
P350;03/05/2025;14:30:00;pietons;vers corbeau;moins souvent;promenade;NA;null;oui;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;comportement -;comportement derangeant cyclistes;NA;NA;NA;non;NA;NA;oui;null;null;oui;null;null;null;NA;plaisir;ambigu;insecurite;femme;NA
P351;03/05/2025;14:40:00;pietons;vers gallia;tous les jours;activites/loisirs;NA;null;null;null;null;oui;habitation;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;NA;NA;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;peuple;agreable;NA;femme;NA
P352;03/05/2025;14:40:00;pietons;vers corbeau;moins souvent;promenade;NA;null;oui;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;amenagement -;absence de separation;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;mineral;divers;boutiques inde;homme;NA
P353;03/05/2025;14:47:00;pietons;vers gallia;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;plutot d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;amenagement -;manque de signaletique;manque d'attention pietons;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;concentration;anime;femme;NA
P354;03/05/2025;14:50:00;pietons;vers gallia;moins souvent;activites/loisirs;NA;null;oui;null;null;null;NA;tout a fait d'accord;tout a fait d'accord;sans reponse;plutot pas d'accord;plutot d'accord;pas du tout d'accord;NA;trop de cyclistes;vitesse cyclistes;je fais plus attention;NA;non;NA;NA;null;null;null;null;null;null;null;NA;presse;chaotique;NA;femme;NA
P355;03/05/2025;14:50:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;oui;oui;null;null;null;NA;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;amenagement -;vitesse cyclistes;absence de separation;obstacles amenagement (arbres, bancs…);NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;ouvert;alerte;femme;NA
P356;03/05/2025;14:51:00;pietons;vers corbeau;tous les jours;activites/loisirs;NA;null;oui;null;null;null;NA;plutot pas d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;comportement -;vitesse cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;magnifique;irreel;artificiel;homme;NA
P357;03/05/2025;14:56:00;pietons;vers corbeau;moins souvent;activites/loisirs;NA;null;null;null;null;oui;changer de chemin;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;comportement;faire attention (cyclistes ou pietons);vitesse cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;stressant;NA;homme;NA
P358;03/05/2025;15:00:00;pietons;vers corbeau;tous les jours;activites/loisirs;NA;oui;null;null;null;null;NA;plutot d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;comportement;comportement derangeant cyclistes;vitesse cyclistes;je fais plus attention;NA;oui;manifestation;trop frequente;oui;oui;oui;null;null;null;null;NA;agreable;chaud;bruyant;femme;NA
P359;03/05/2025;15:00:00;pietons;vers corbeau;premiere fois;promenade;NA;null;oui;null;null;null;NA;tout a fait d'accord;ne sait pas;ne sait pas;ne sait pas;ne sait pas;ne sait pas;densite frequentation +;bon equilibre pietons cyclistes;NA;NA;NA;non-concerne;NA;NA;null;null;null;null;null;null;null;NA;agreable;securiataire;tres fluide;femme;NA
P360;03/05/2025;15:00:00;pietons;vers corbeau;tous les jours;travail/etudes;NA;null;oui;null;oui;null;NA;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;comportement;vitesse cyclistes;comportement derangeant cyclistes;amenagements bien adaptes;conflits/tensions/peur;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;joli;NA;homme;NA
P361;03/05/2025;15:10:00;pietons;vers corbeau;tous les jours;promenade;NA;null;oui;oui;null;null;NA;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;comportement;absence de separation;comportement derangeant cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;paisible;beau;NA;femme;NA
P362;03/05/2025;15:12:00;pietons;vers gallia;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;plutot d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;pas du tout d'accord;comportement;comportement derangeant cyclistes;vitesse cyclistes;manque d'attention pietons;NA;oui;manifestation;NA;null;null;null;null;null;null;null;NA;agreable;plaisant;NA;femme;NA
P363;03/05/2025;15:11:00;pietons;vers corbeau;tous les jours;promenade;NA;null;oui;null;null;null;NA;plutot d'accord;plutot d'accord;plutot pas d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;comportement;manque de signaletique;NA;NA;NA;non;NA;NA;null;null;null;oui;null;null;null;NA;agreable;prudent;detente;femme;NA
P364;03/05/2025;15:11:00;pietons;vers corbeau;tous les jours;promenade;NA;null;oui;null;null;null;NA;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;NA;NA;NA;NA;NA;non;NA;NA;null;null;null;oui;null;null;null;NA;attentif;agreable;detente;femme;NA
P365;03/05/2025;15:20:00;pietons;sans reponse;tous les jours;promenade;NA;oui;null;null;null;null;NA;plutot d'accord;plutot pas d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;tout a fait d'accord;amenagement +;espace assez large;comportement derangeant cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;securitaire;tres beau;femme;NA
P366;03/05/2025;15:25:00;pietons;vers corbeau;toutes les semaines;promenade;NA;oui;null;null;null;null;NA;plutot pas d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;vitesse cyclistes;absence de separation;comportement derangeant cyclistes;problemes avec les velos cargos;oui;manifestation;NA;null;null;null;null;null;null;null;NA;agreable;pas de voiture;patrimonial;femme;NA
P367;03/05/2025;15:30:00;pietons;vers corbeau;tous les jours;activites/loisirs;NA;null;oui;oui;null;null;NA;plutot d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;comportement;comportement derangeant cyclistes;manque de signaletique;NA;NA;non;NA;NA;oui;null;null;oui;null;null;null;NA;agreable;NA;NA;homme;NA
P368;03/05/2025;15:35:00;pietons;vers gallia;tous les jours;promenade;NA;null;oui;oui;null;null;NA;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;comportement -;comportement derangeant cyclistes;NA;NA;NA;non;NA;NA;oui;oui;null;null;null;null;null;NA;agreable;prudent;convivial;femme;NA
P369;03/05/2025;15:40:00;pietons;vers corbeau;tous les jours;activites/loisirs;NA;null;null;null;null;oui;habitation;plutot d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;comportement -;comportement derangeant cyclistes;vitesse cyclistes;probleme avec les vehicule electrique (trotinettes,velos);NA;non;NA;NA;null;null;null;null;null;null;null;NA;bien;accidentogene;bonne idee;ne sait pas;NA
P370;03/05/2025;15:44:00;pietons;vers gallia;tous les jours;activites/loisirs;NA;null;oui;oui;null;null;NA;plutot pas d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;sans reponse;plutot pas d'accord;comportement -;comportement derangeant cyclistes;NA;NA;NA;non;NA;NA;oui;null;null;null;null;null;null;NA;stressant;agreable;aere;homme;NA
P371;03/05/2025;14:45:00;pietons;vers corbeau;toutes les semaines;promenade;NA;null;null;oui;null;null;NA;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;comportement -;comportement derangeant cyclistes;aggresivite cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;poetique;convivial;femme;NA
P372;03/05/2025;15:45:00;pietons;vers corbeau;tous les jours;activites/loisirs;NA;null;oui;null;null;null;NA;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;densite frequentation -;trop de monde en general;espace assez large;comportement derangeant cyclistes;NA;non;NA;NA;null;null;null;null;null;null;null;NA;beau;vivant;agreable;femme;NA
P373;03/05/2025;15:50:00;pietons;vers corbeau;moins souvent;activites/loisirs;NA;null;oui;null;null;null;NA;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;densite frequentation -;trop de pietons;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;amenagement reussi;NA;femme;NA
P374;03/05/2025;15:52:00;pietons;vers corbeau;tous les jours;promenade;NA;oui;oui;null;null;null;NA;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;comportement;bon equilibre pietons cyclistes;tout le monde se respecte;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;tres beau;tres agreable;tres securitaire;femme;NA
P375;03/05/2025;15:55:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;comportement;comportement derangeant cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;precautions necessaires;NA;femme;NA
P376;03/05/2025;16:00:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;oui;null;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement;absence de separation;faire attention (cyclistes ou pietons);NA;NA;oui;NA;trop frequente;oui;oui;oui;oui;null;null;null;NA;anarchique;agreable;tendu;femme;NA
P377;03/05/2025;16:00:00;pietons;vers corbeau;moins souvent;promenade;NA;oui;oui;oui;null;null;NA;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;ne sait pas;comportement;absence de separation;NA;NA;NA;oui;weekend;trop frequente;null;oui;oui;oui;null;null;oui;manifs;agreable;spacieux;lumineux;homme;NA
